video_id,label,modality,background_music,static_image,voice_over
76UZQRJq028_000181,"male speech, man speaking",A,False,False,False
76pvldq1Ykg_000194,"male speech, man speaking",A,False,False,True
76pvldq1Ykg_000194,people farting,A,False,False,True
77lgNFP6Tts_000119,wind noise,A,False,False,False
78N2SP6JFaI_000000,playing cornet,A,True,False,False
78N2SP6JFaI_000000,playing trombone,A,True,False,False
78S8DnvLQDY_000030,people cheering,A,True,False,True
78S8DnvLQDY_000030,people crowd,A,True,False,True
7916WqcPKBA_000030,"female speech, woman speaking",A,False,False,False
7916WqcPKBA_000030,wind noise,A,False,False,False
799dPLm5vs4_000002,pheasant crowing,A,False,False,False
7AKffyaVJT0_000004,"male speech, man speaking",A,False,False,False
7AN6Sfm3cFc_000140,air horn,A,True,False,False
7ARVgI_wx5Y_000030,"female speech, woman speaking",A,False,False,False
7ARVgI_wx5Y_000030,people giggling,A,False,False,False
7C-OTkTHHBY_000000,orchestra,A,True,True,False
7C-OTkTHHBY_000000,playing trombone,A,True,True,False
7C-OTkTHHBY_000000,"playing violin, fiddle",A,True,True,False
7CBrxJI9Pxs_000163,"male speech, man speaking",A,False,False,False
7CG_9qUdU8M_000030,cow lowing,A,True,False,False
7CG_9qUdU8M_000030,playing piano,A,True,False,False
7CRVoUCXg_A_000030,"female speech, woman speaking",A,False,False,False
7D6AVpPGHzg_000510,"bee, wasp, etc. buzzing",A,False,True,False
7D6AVpPGHzg_000510,"bird chirping, tweeting",A,False,True,False
7E0I8_VuI7w_000006,eating with cutlery,A,False,False,False
7E0I8_VuI7w_000006,people eating,A,False,False,False
7E0I8_VuI7w_000006,people eating crisps,A,False,False,False
7EAkRbG8qKk_000140,train horning,A,False,False,False
7EDm66CQuHA_000337,"male speech, man speaking",A,False,False,False
7EDm66CQuHA_000337,planing timber,A,False,False,False
7FBIBPKPzAA_000035,wind noise,A,False,False,False
7FBIBPKPzAA_000035,wind rustling leaves,A,False,False,False
7FHHtRuAz0s_000020,people clapping,A,True,False,True
7G0CFAGswrw_000240,playing glockenspiel,A,True,False,False
7G0CFAGswrw_000240,"playing marimba, xylophone",A,True,False,False
7G8ZGuGNrw8_000030,female singing,A,True,False,True
7GCUGTrsFOE_000030,"male speech, man speaking",A,False,False,True
7GZdzd_wcBg_000230,"female speech, woman speaking",A,False,False,False
7GZdzd_wcBg_000230,lighting firecrackers,A,False,False,False
7GZdzd_wcBg_000230,people crowd,A,False,False,False
7GjdyxNBxZQ_000220,children shouting,A,False,False,False
7GjdyxNBxZQ_000220,people cheering,A,False,False,False
7GjdyxNBxZQ_000220,people crowd,A,False,False,False
7GjdyxNBxZQ_000220,people screaming,A,False,False,False
7Gua0-UrKIw_000030,car engine idling,A,False,False,False
7H7l7lfs6JQ_000000,"bird chirping, tweeting",A,False,False,False
7H7l7lfs6JQ_000000,bird squawking,A,False,False,False
7H7l7lfs6JQ_000000,crow cawing,A,False,False,False
7HF6OiDKaQA_000232,wind rustling leaves,A,False,False,False
7I2yJgXKncw_000021,"female speech, woman speaking",A,False,False,True
7I2yJgXKncw_000021,people giggling,A,False,False,True
7J2tMuQgNjo_000040,"bird chirping, tweeting",A,False,False,False
7J2tMuQgNjo_000040,cattle mooing,A,False,False,False
7J2tMuQgNjo_000040,stream burbling,A,False,False,False
7J2tMuQgNjo_000040,wind noise,A,False,False,False
7KDz6dGQ5RE_000058,wind noise,A,False,False,False
7K_jwQwta7I_000030,"male speech, man speaking",A,False,False,True
7L5ceYe0f_s_000120,"male speech, man speaking",A,False,False,False
7L5ceYe0f_s_000120,people whispering,A,False,False,False
7LWqCLxcNXc_000019,"male speech, man speaking",A,False,False,False
7LoVjl-6wlc_000090,"male speech, man speaking",A,False,False,False
7LoVjl-6wlc_000090,sailing,A,False,False,False
7LoVjl-6wlc_000090,wind noise,A,False,False,False
7M8qifHEvQA_000140,people eating,A,False,True,False
7M8qifHEvQA_000140,people eating apple,A,False,True,False
7MT92mDKdKU_000106,"male speech, man speaking",A,False,False,True
7Ma67n3TbwI_000000,fire crackling,A,False,False,False
7Ma67n3TbwI_000000,people eating crisps,A,False,False,False
7MbgmOLTLhk_000030,owl hooting,A,True,False,True
7N9QX4EWurQ_000011,car engine starting,A,False,False,False
7NH1WJlSiYI_000030,car engine idling,A,False,False,True
7NH1WJlSiYI_000030,"male speech, man speaking",A,False,False,True
7NyvysSGxhU_000030,beat boxing,A,False,False,False
7O2qPT8vgfI_000015,"subway, metro, underground",A,False,False,False
7OhXiEHalAk_000047,elephant trumpeting,A,False,False,False
7OhXiEHalAk_000063,baby babbling,A,False,False,True
7OhXiEHalAk_000063,"child speech, kid speaking",A,False,False,True
7OhXiEHalAk_000063,"female speech, woman speaking",A,False,False,True
7OhXiEHalAk_000063,people babbling,A,False,False,True
7PEL4NrU1Jk_000023,bull bellowing,A,False,False,False
7PEL4NrU1Jk_000023,cattle mooing,A,False,False,False
7PEL4NrU1Jk_000023,helicopter,A,False,False,False
7PEL4NrU1Jk_000023,sheep bleating,A,False,False,False
7PK3nvCihMk_000011,opening or closing car doors,A,False,False,False
7PxNzIkuptI_000330,"child speech, kid speaking",A,False,False,False
7QTCtJkc2NQ_000021,"male speech, man speaking",A,False,False,False
7QnyKZe6VBA_000030,people screaming,A,False,False,True
7Qtr6D2TWBE_000350,"male speech, man speaking",A,False,False,True
7R8QaecvJzA_000030,"male speech, man speaking",A,False,False,False
7R8QaecvJzA_000030,playing french horn,A,False,False,False
7RNTXUuCKoQ_000029,people belly laughing,A,False,True,False
7RNTXUuCKoQ_000029,people giggling,A,False,True,False
7RlyBtFDd98_000070,playing tabla,A,False,False,False
7RlyBtFDd98_000070,typing on typewriter,A,False,False,False
7RzOEijaUYg_000042,cutting hair with electric trimmers,A,True,False,True
7SKRc8oyLvE_000009,parrot talking,A,False,False,False
7SLiFO2MoHc_000017,"female speech, woman speaking",A,False,False,True
7SLiFO2MoHc_000017,people belly laughing,A,False,False,True
7SR2Nk3gkQ4_000187,bird squawking,A,False,True,False
7SR2Nk3gkQ4_000187,cricket chirping,A,False,True,False
7S_0fblbIOs_000001,"male speech, man speaking",A,False,False,False
7S_0fblbIOs_000047,"male speech, man speaking",A,False,False,False
7S_0fblbIOs_000047,people crowd,A,False,False,False
7S_0fblbIOs_000047,playing washboard,A,False,False,False
7S_0fblbIOs_000047,sliding door,A,False,False,False
7Soo7mXCnq0_000063,"female speech, woman speaking",A,False,False,False
7Soo7mXCnq0_000063,"male speech, man speaking",A,False,False,False
7T04388Ijk8_000030,car engine idling,A,False,False,False
7T04388Ijk8_000030,"female speech, woman speaking",A,False,False,False
7T04388Ijk8_000030,"male speech, man speaking",A,False,False,False
7T5uQKw-DOg_000178,coyote howling,A,False,True,False
7T5uQKw-DOg_000338,"bird chirping, tweeting",A,False,True,False
7T5uQKw-DOg_000338,fox barking,A,False,True,False
7T5uQKw-DOg_000338,wind rustling leaves,A,False,True,False
7TOuh4eYgIo_000021,"bird chirping, tweeting",A,False,False,False
7TOuh4eYgIo_000021,civil defense siren,A,False,False,False
7TOuh4eYgIo_000021,fire truck siren,A,False,False,False
7TOuh4eYgIo_000021,police car (siren),A,False,False,False
7TOuh4eYgIo_000021,warbler chirping,A,False,False,False
7Tdbu-kCGPI_000077,wind rustling leaves,A,False,False,False
7ThRRhiB4R4_000000,people cheering,A,False,False,False
7ThRRhiB4R4_000000,people crowd,A,False,False,False
7ThRRhiB4R4_000000,people screaming,A,False,False,False
7TmKzUgWiRU_000000,female singing,A,False,False,False
7TmKzUgWiRU_000000,playing drum kit,A,False,False,False
7UCxb4nIkR8_000143,planing timber,A,True,False,True
7UCxb4nIkR8_000143,playing glockenspiel,A,True,False,True
7UR9hzzFevQ_000065,cricket chirping,A,False,False,False
7UoFNdp0UYg_000020,"male speech, man speaking",A,False,False,False
7VMWi8xm0NM_000020,gibbon howling,A,False,False,False
7WMrQe87gRk_000340,playing trombone,A,True,False,False
7WMrQe87gRk_000340,playing trumpet,A,True,False,False
7WMrQe87gRk_000340,scuba diving,A,True,False,False
7X3XHPCUSm8_000433,"male speech, man speaking",A,False,False,True
7XNy97YAGjo_000251,people cheering,A,False,False,True
7XNy97YAGjo_000251,people crowd,A,False,False,True
7XNy97YAGjo_000251,"railroad car, train wagon",A,False,False,True
7Z9D7kAr7HY_000283,"bird chirping, tweeting",A,False,True,False
7Z9D7kAr7HY_000283,canary calling,A,False,True,False
7ZLpLi85sus_000027,people screaming,A,True,False,False
7_db8dk3KFw_000030,airplane,A,False,False,False
7_db8dk3KFw_000030,airplane flyby,A,False,False,False
7_db8dk3KFw_000030,hair dryer drying,A,False,False,False
7_yBcHaoR0w_000050,playing electric guitar,A,True,True,False
7aH7hzYNY58_000035,"bird chirping, tweeting",A,False,False,False
7c-hiuqSxu8_000050,"male speech, man speaking",A,False,False,False
7eMnBLUs7kg_000126,"bird chirping, tweeting",A,False,False,False
7eMnBLUs7kg_000126,"female speech, woman speaking",A,False,False,False
7eMnBLUs7kg_000126,people whispering,A,False,False,False
7fRaV39Y-2o_000050,wind noise,A,False,False,False
7fft0a682rE_000000,wind noise,A,False,False,False
7g6aZTBe2xE_000030,car engine knocking,A,False,False,False
7h4P7aVNY4s_000260,playing trombone,A,True,False,False
7hGaoyfbrsI_000000,playing drum kit,A,False,True,False
7hGaoyfbrsI_000000,playing snare drum,A,False,True,False
7hKG33wkr0k_000080,orchestra,A,True,True,False
7hKG33wkr0k_000080,playing cornet,A,True,True,False
7hKG33wkr0k_000080,playing electronic organ,A,True,True,False
7hKG33wkr0k_000080,playing flute,A,True,True,False
7hKG33wkr0k_000080,"playing marimba, xylophone",A,True,True,False
7hKG33wkr0k_000080,playing oboe,A,True,True,False
7hKG33wkr0k_000080,playing theremin,A,True,True,False
7hKG33wkr0k_000080,playing timpani,A,True,True,False
7hKG33wkr0k_000080,playing tympani,A,True,True,False
7jWRIjFaoeU_000030,male singing,A,True,True,False
7jWRIjFaoeU_000030,playing bass drum,A,True,True,False
7jWRIjFaoeU_000030,playing bass guitar,A,True,True,False
7jWRIjFaoeU_000030,playing drum kit,A,True,True,False
7jWRIjFaoeU_000030,playing electric guitar,A,True,True,False
7jzx664u5DA_000110,playing clarinet,A,True,False,False
7jzx664u5DA_000110,playing oboe,A,True,False,False
7jzx664u5DA_000110,playing saxophone,A,True,False,False
7jzx664u5DA_000110,playing theremin,A,True,False,False
7jzx664u5DA_000110,playing trumpet,A,True,False,False
7l_TPfOhh5c_000570,"male speech, man speaking",A,False,False,True
7mXmO2XpH_A_000105,"male speech, man speaking",A,False,False,False
7nCe_iDT0NA_000000,horse clip-clop,A,False,False,False
7nCe_iDT0NA_000000,horse neighing,A,False,False,False
7nQxWCn_dBg_000160,"child speech, kid speaking",A,False,False,False
7nQxWCn_dBg_000160,"female speech, woman speaking",A,False,False,False
7nglQSmcjAk_000030,wind noise,A,False,False,False
7oHaG3Ez5-4_000030,people finger snapping,A,False,False,True
7oOito9gB3E_000015,"female speech, woman speaking",A,False,False,False
7oOito9gB3E_000094,"female speech, woman speaking",A,False,False,False
7pdrGzdWMzI_000050,dinosaurs bellowing,A,True,True,False
7pejUx-WH4g_000397,"male speech, man speaking",A,False,False,False
7qfxCvwyxms_000010,"male speech, man speaking",A,True,False,False
7qfxCvwyxms_000010,playing piano,A,True,False,False
7qfxCvwyxms_000010,playing snare drum,A,True,False,False
7rzEesL55fM_000340,playing harp,A,True,False,False
7sjPS_ru0Kw_000030,"female speech, woman speaking",A,True,False,True
7sjPS_ru0Kw_000030,opening or closing drawers,A,True,False,True
7spslajA0hc_000099,"female speech, woman speaking",A,False,False,False
7t2HZLZ1PQs_000028,people clapping,A,False,True,False
7tkFQDldcnM_000110,male singing,A,True,True,False
7tkFQDldcnM_000110,playing accordion,A,True,True,False
7tkFQDldcnM_000110,playing drum kit,A,True,True,False
7uErtxgLWg4_000020,goat bleating,A,True,False,False
7uErtxgLWg4_000020,people whistling,A,True,False,False
7u_bcHSt_8Q_000044,cupboard opening or closing,A,True,False,True
7uifiqanNoM_000030,"female speech, woman speaking",A,False,False,False
7uifiqanNoM_000030,people giggling,A,False,False,False
7ulXnnIlUOA_000109,people coughing,A,True,False,True
7ulXnnIlUOA_000109,playing gong,A,True,False,True
7ulXnnIlUOA_000109,"playing marimba, xylophone",A,True,False,True
7ulXnnIlUOA_000109,wind noise,A,True,False,True
7wZzdbliyBA_000443,"male speech, man speaking",A,False,False,False
7xSEtsE_kuI_000128,"male speech, man speaking",A,False,False,True
7xmSgV_y0aY_000208,blowtorch igniting,A,True,False,True
7xmSgV_y0aY_000208,bowling impact,A,True,False,True
7xmSgV_y0aY_000208,popping popcorn,A,True,False,True
7y9hIjH_7do_000090,playing harp,A,True,False,False
7yk8XI5q7go_000030,rapping,A,True,False,False
8-54FDyd8dk_000382,"male speech, man speaking",A,False,False,False
8-DsEUYJMJo_000442,"bird chirping, tweeting",A,True,False,False
8-DsEUYJMJo_000442,playing piano,A,True,False,False
80Lqw4-iQXI_000001,"female speech, woman speaking",A,False,False,False
80Lqw4-iQXI_000001,"male speech, man speaking",A,False,False,False
80Lqw4-iQXI_000001,people belly laughing,A,False,False,False
81-cd_Kh-Ko_000032,"bird chirping, tweeting",A,False,False,False
81-cd_Kh-Ko_000032,bull bellowing,A,False,False,False
81-cd_Kh-Ko_000032,cattle mooing,A,False,False,False
81v8YxRNnZc_000030,"female speech, woman speaking",A,False,False,True
81v8YxRNnZc_000030,train horning,A,False,False,True
81v8YxRNnZc_000030,wind noise,A,False,False,True
82GoiIMS6Ig_000030,firing cannon,A,False,True,False
82GoiIMS6Ig_000030,firing muskets,A,False,True,False
82GoiIMS6Ig_000030,missile launch,A,False,True,False
82ai4ABAaRQ_000150,car engine idling,A,True,False,False
83XmpVJP-YY_000001,"male speech, man speaking",A,False,False,False
84TRQfpd8n0_000052,"electric shaver, electric razor shaving",A,True,False,False
84TRQfpd8n0_000052,hedge trimmer running,A,True,False,False
84TRQfpd8n0_000052,vacuum cleaner cleaning floors,A,True,False,False
84b7NrzJWiI_000420,ambulance siren,A,True,False,True
84meJQWFquM_000084,"child speech, kid speaking",A,True,False,True
84meJQWFquM_000084,"female speech, woman speaking",A,True,False,True
84psIEmkhLk_000000,"male speech, man speaking",A,False,False,True
84psIEmkhLk_000000,police radio chatter,A,False,False,True
84uy3xSw9H0_000030,"female speech, woman speaking",A,False,False,True
84uy3xSw9H0_000030,people giggling,A,False,False,True
86GbHzzWhpg_000520,firing cannon,A,False,False,False
86p6UVFIcFI_000030,cat growling,A,False,False,False
87tCTDAXZto_000050,tractor digging,A,False,False,False
885LO4H7I5M_000014,pumping water,A,False,False,False
88N23-hjddY_000280,"male speech, man speaking",A,False,False,False
88OXNd0yTMI_000040,train whistling,A,False,False,False
89t0486uIfo_000090,people babbling,A,False,False,False
8AKNV2EGD6I_000153,"male speech, man speaking",A,False,False,False
8AKNV2EGD6I_000153,wind noise,A,False,False,False
8AY0aXAQjwY_000250,"vehicle horn, car horn, honking",A,False,False,False
8AYXpxT4jcs_000090,people giggling,A,False,False,False
8AYXpxT4jcs_000090,people sniggering,A,False,False,False
8Admm68VCj0_000030,wind noise,A,False,False,False
8AgLb-bpocg_000037,elk bugling,A,False,False,False
8AgLb-bpocg_000037,"male speech, man speaking",A,False,False,False
8Aq06SXi6G8_000010,coyote howling,A,False,False,False
8BQgOfXaBa4_000125,snake rattling,A,False,True,False
8CqqK9CzuXM_000090,skidding,A,True,False,False
8DHtPopFvII_000080,"female speech, woman speaking",A,True,False,True
8EKCO2XKJ7w_000000,playing synthesizer,A,True,False,True
8EYWMAUKRHU_000100,typing on typewriter,A,True,False,True
8EYWMAUKRHU_000100,wind noise,A,True,False,True
8F5XEhvohvA_000021,"female speech, woman speaking",A,False,False,False
8F8HvVMwXyw_000090,"male speech, man speaking",A,False,False,False
8F8RrwXoa68_000028,"engine accelerating, revving, vroom",A,False,False,False
8FXKPQnbX4k_000004,"female speech, woman speaking",A,False,False,False
8FZM56axVms_000081,cricket chirping,A,False,False,False
8FqnSZYWsgM_000044,foghorn,A,False,False,False
8FqnSZYWsgM_000044,people babbling,A,False,False,False
8FqnSZYWsgM_000044,people crowd,A,False,False,False
8HJcD-xKYo4_000080,"playing violin, fiddle",A,True,False,False
8J7_lNvLMwI_000034,"male speech, man speaking",A,False,False,False
8JPwzZvlX6E_000095,people cheering,A,False,False,False
8JPwzZvlX6E_000095,people crowd,A,False,False,False
8Jd9q8mWBPk_000550,wind noise,A,False,False,False
8JfTCuFGazk_000264,"male speech, man speaking",A,False,False,False
8JgqLELdUkY_000030,playing trumpet,A,False,False,False
8KEzNMLZYpk_000118,wind noise,A,False,False,True
8LXFSLK3otM_000010,"engine accelerating, revving, vroom",A,False,False,False
8LXFSLK3otM_000010,skidding,A,False,False,False
8LXFSLK3otM_000010,"vehicle horn, car horn, honking",A,False,False,False
8LwuZRyysMc_000040,"female speech, woman speaking",A,False,False,False
8LwuZRyysMc_000040,splashing water,A,False,False,False
8M1EEe-K24M_000063,"female speech, woman speaking",A,False,False,False
8M1EEe-K24M_000063,"male speech, man speaking",A,False,False,False
8M1EEe-K24M_000063,people giggling,A,False,False,False
8MKemM0h5mE_000030,male singing,A,True,True,False
8MKemM0h5mE_000030,rapping,A,True,True,False
8Nrp4jUZeGE_000270,playing drum kit,A,True,True,False
8Nrp4jUZeGE_000270,playing vibraphone,A,True,True,False
8Nu6Tfgw-Dg_000368,footsteps on snow,A,False,True,False
8OKAwDv20R8_000006,male singing,A,True,False,False
8OKAwDv20R8_000006,playing drum kit,A,True,False,False
8OukwZl_vsg_000030,"male speech, man speaking",A,False,False,False
8QHoSMEiBAg_000025,playing synthesizer,A,True,False,False
8QaKO2JbGfk_000000,"bird chirping, tweeting",A,False,False,False
8QfmtF0FGA4_000114,playing synthesizer,A,False,False,True
8QntTInSS1A_000030,raining,A,False,True,False
8RjJvfW0Q3M_000130,"male speech, man speaking",A,False,False,True
8RjJvfW0Q3M_000130,wind noise,A,False,False,True
8S7zsWndDfk_000070,"male speech, man speaking",A,False,False,False
8Sfjahpupqg_000000,mouse squeaking,A,True,False,True
8SpDSZY-ge0_000451,"heart sounds, heartbeat",A,False,False,False
8T6O7iBGj5o_000410,playing bassoon,A,True,False,False
8T6O7iBGj5o_000410,wind chime,A,True,False,False
8TNLqJ0dJDA_000297,"male speech, man speaking",A,True,False,True
8TVOesBBLPg_000023,bird squawking,A,False,False,False
8TVOesBBLPg_000023,goose honking,A,False,False,False
8TVOesBBLPg_000023,"male speech, man speaking",A,False,False,False
8UG9BpBSLNA_000775,"male speech, man speaking",A,False,False,False
8UMdVUartLw_000120,wind noise,A,False,False,False
8VoDhx0Zsxc_000030,"bird chirping, tweeting",A,False,False,False
8WkvjD1ZK5o_000046,"male speech, man speaking",A,False,False,False
8Wu6Y0tgCYU_000031,dinosaurs bellowing,A,False,True,False
8X0W6KSpWn4_000099,"male speech, man speaking",A,True,False,False
8XJaTBqc2Kc_000110,"male speech, man speaking",A,True,False,True
8XpFjwhNYUE_000170,"bee, wasp, etc. buzzing",A,False,False,False
8XpFjwhNYUE_000170,chicken clucking,A,False,False,False
8Z2qdI0LlN0_000011,"female speech, woman speaking",A,False,False,False
8Z2qdI0LlN0_000011,"male speech, man speaking",A,False,False,False
8Z2qdI0LlN0_000011,wind noise,A,False,False,False
8ZOyve_7Nzs_000099,"vehicle horn, car horn, honking",A,True,False,False
8ZZmWTveDvU_000037,people crowd,A,True,False,True
8ZZmWTveDvU_000037,people humming,A,True,False,True
8_2zsOKcxK0_000023,"bird chirping, tweeting",A,False,False,True
8_2zsOKcxK0_000023,"female speech, woman speaking",A,False,False,True
8_2zsOKcxK0_000023,splashing water,A,False,False,True
8_qj-mTMWxY_000050,wind noise,A,True,False,True
8_rFjamYo1Y_000022,wind noise,A,False,False,False
8_vWCyWokX0_000079,"male speech, man speaking",A,False,False,False
8ax7BlXzssY_000000,"child speech, kid speaking",A,False,False,False
8ax7BlXzssY_000000,"female speech, woman speaking",A,False,False,False
8ax7BlXzssY_000000,wind noise,A,False,False,False
8bB2BcjSzBU_000040,"male speech, man speaking",A,False,False,False
8bB2BcjSzBU_000040,wind noise,A,False,False,False
8dMtEVjgsHs_000017,wind noise,A,False,False,False
8ewn7JCJbEM_000030,"female speech, woman speaking",A,False,False,False
8hE1DIB6wfw_000030,"female speech, woman speaking",A,False,False,True
8hT_Cg551_0_000030,raining,A,False,False,False
8h_-FrApEwU_000242,male singing,A,True,False,False
8iYLKlaHuLI_000242,bird squawking,A,False,True,False
8iYLKlaHuLI_000242,eagle screaming,A,False,True,False
8iqX43c-y3k_000030,playing flute,A,True,True,False
8iqX43c-y3k_000030,playing mandolin,A,True,True,False
8jN7n8lhkiI_000092,"male speech, man speaking",A,False,False,True
8jN7n8lhkiI_000278,"male speech, man speaking",A,False,False,True
8kFXbwqrVLU_000027,"heart sounds, heartbeat",A,False,True,False
8kbHA22EWd0_000330,male singing,A,True,False,True
8kbHA22EWd0_000330,"male speech, man speaking",A,True,False,True
8kbHA22EWd0_000330,playing electric guitar,A,True,False,True
8kbHA22EWd0_000330,playing snare drum,A,True,False,True
8m-a_6wLTkU_000230,playing synthesizer,A,True,False,False
8m1ketVhQCM_000078,civil defense siren,A,False,False,False
8mT-l6lcBsk_000260,"female speech, woman speaking",A,False,False,False
8msF1eDDeJM_000030,"engine accelerating, revving, vroom",A,False,False,True
8n2oR0jgQ5A_000021,wind noise,A,False,False,False
8nKooEzj2vY_000020,people cheering,A,False,False,False
8oEdgb8iXYA_000001,"race car, auto racing",A,False,False,False
8oe6egO0YOc_000030,"male speech, man speaking",A,False,False,False
8p4Q4I1s7mg_000002,"female speech, woman speaking",A,False,False,False
8pWn12F4M_8_000000,"bird chirping, tweeting",A,False,False,False
8pWn12F4M_8_000000,cricket chirping,A,False,False,False
8pWn12F4M_8_000000,wind noise,A,False,False,False
8pWn12F4M_8_000000,wind rustling leaves,A,False,False,False
8qsCZLEoA1Q_000004,"female speech, woman speaking",A,False,False,True
8qsCZLEoA1Q_000004,wind noise,A,False,False,True
8rKtax0rSuw_000030,child singing,A,True,False,False
8rKtax0rSuw_000030,orchestra,A,True,False,False
8rKtax0rSuw_000030,people screaming,A,True,False,False
8rMlNbKlp_s_000000,wind noise,A,False,False,False
8rdFWmDjL9c_000030,"female speech, woman speaking",A,False,True,True
8spcnH0LalI_000032,people clapping,A,False,False,False
8tCBldr1gpc_000030,"engine accelerating, revving, vroom",A,False,False,False
8tdsgBg2m3k_000011,children shouting,A,False,False,False
8tdsgBg2m3k_000011,"female speech, woman speaking",A,False,False,False
8tdsgBg2m3k_000011,people screaming,A,False,False,False
8tdsgBg2m3k_000011,wind noise,A,False,False,False
8tnY9KIxKBo_000140,playing drum kit,A,False,False,False
8tnY9KIxKBo_000140,playing timpani,A,False,False,False
8tnY9KIxKBo_000140,playing tympani,A,False,False,False
8vasA2D2_Kc_000030,"female speech, woman speaking",A,False,False,False
8vasA2D2_Kc_000030,"male speech, man speaking",A,False,False,False
8vohm5gaLs8_000049,"male speech, man speaking",A,False,False,True
8vohm5gaLs8_000049,playing trumpet,A,False,False,True
8w-V_hYvxXs_000160,"male speech, man speaking",A,False,False,False
8w-V_hYvxXs_000160,playing acoustic guitar,A,False,False,False
8w-V_hYvxXs_000160,playing bass guitar,A,False,False,False
8wT5dihdt4E_000260,"child speech, kid speaking",A,False,False,False
8ws1ligErwo_000000,cat meowing,A,False,False,True
8ws1ligErwo_000000,"female speech, woman speaking",A,False,False,True
8ws1ligErwo_000000,people cheering,A,False,False,True
8xoenlVVBZw_000030,bird squawking,A,False,False,True
8xoenlVVBZw_000030,crow cawing,A,False,False,True
8xoenlVVBZw_000030,"male speech, man speaking",A,False,False,True
8yjxwQBqQAI_000070,singing bowl,A,False,False,False
8zIpoSKNOgA_000018,"bird chirping, tweeting",A,False,False,False
8zIpoSKNOgA_000018,bird squawking,A,False,False,False
8zIpoSKNOgA_000018,cuckoo bird calling,A,False,False,False
8zcXuYEmXUE_000100,"female speech, woman speaking",A,False,False,True
9--lmruxKJY_000011,foghorn,A,False,False,False
9-8P2AsfmzU_000030,wind noise,A,False,False,False
9-9mhVrDiQA_000329,"male speech, man speaking",A,False,False,False
9-9mhVrDiQA_000329,people sneezing,A,False,False,False
9-A6dZ8mbjM_000332,playing bongo,A,True,False,True
9-R70gSqvrc_000030,playing bass guitar,A,True,False,False
9-b18y3Nexg_000285,"engine accelerating, revving, vroom",A,False,False,False
90-yhRr5p1g_000000,people clapping,A,False,True,False
90q-9qr7-Qg_000075,cricket chirping,A,False,False,False
918pICUeEq0_000118,"bird chirping, tweeting",A,True,False,False
91Hrvw6gClQ_000030,playing clarinet,A,True,False,False
91Hrvw6gClQ_000030,playing timpani,A,True,False,False
91Hrvw6gClQ_000030,playing tympani,A,True,False,False
91oWey75sC8_000120,bird squawking,A,False,False,False
91oWey75sC8_000120,crow cawing,A,False,False,False
91oWey75sC8_000120,"male speech, man speaking",A,False,False,False
92k_81uqMSM_000070,playing acoustic guitar,A,True,False,False
93EUsIMPlKU_000040,"bird chirping, tweeting",A,False,False,False
93iKhilUKHo_000020,playing accordion,A,True,False,False
93iKhilUKHo_000020,playing acoustic guitar,A,True,False,False
93iKhilUKHo_000020,playing banjo,A,True,False,False
94FStikZ5O4_000020,"female speech, woman speaking",A,False,False,False
94FStikZ5O4_000020,people giggling,A,False,False,False
94PSD94IXXk_000016,"bird chirping, tweeting",A,False,False,False
94t9laP3N3E_000011,cat caterwauling,A,False,False,False
95qXTEP3nQw_000014,"male speech, man speaking",A,False,False,False
95qXTEP3nQw_000014,people crowd,A,False,False,False
95qXTEP3nQw_000014,people screaming,A,False,False,False
95qXTEP3nQw_000014,people sniggering,A,False,False,False
95zxtaKQBBc_000000,playing electric guitar,A,True,False,False
95zxtaKQBBc_000000,playing piano,A,True,False,False
966I5NCjnsg_000030,"female speech, woman speaking",A,False,True,False
966I5NCjnsg_000030,people babbling,A,False,True,False
96HJ2f5dj6U_000030,raining,A,True,True,False
96QelZi4wN8_000070,people humming,A,True,True,False
97I9DusMgLY_000150,"female speech, woman speaking",A,False,False,False
97IV2XK2l3U_000000,"male speech, man speaking",A,True,False,False
97IV2XK2l3U_000000,wind chime,A,True,False,False
97aoiaWwRVk_000020,"vehicle horn, car horn, honking",A,True,False,True
985zNO7Wo1w_000182,"child speech, kid speaking",A,False,False,False
985zNO7Wo1w_000182,people belly laughing,A,False,False,False
98DR68euGmo_000079,"bird chirping, tweeting",A,False,False,False
98T0aXt-aq0_000190,"bird chirping, tweeting",A,False,False,False
99VNZPt2MIs_000126,opening or closing car doors,A,False,False,False
99VNZPt2MIs_000126,wind noise,A,False,False,False
9AUSYLKYKGg_001113,owl hooting,A,False,True,False
9Am1iq5a9D8_000060,playing bongo,A,True,False,False
9Am1iq5a9D8_000060,playing flute,A,True,False,False
9BGpWG8iqpQ_000000,"male speech, man speaking",A,False,False,False
9BGpWG8iqpQ_000000,people giggling,A,False,False,False
9BIA1d9MOlA_000030,car engine starting,A,False,False,False
9BIA1d9MOlA_000030,horse clip-clop,A,False,False,False
9BIA1d9MOlA_000030,"race car, auto racing",A,False,False,False
9Ci8qOMBNNU_000070,people giggling,A,False,False,False
9Cy3tjg1tVw_000030,"male speech, man speaking",A,False,False,False
9DCH0BCASyk_000302,"female speech, woman speaking",A,False,False,True
9DCH0BCASyk_000302,wind noise,A,False,False,True
9EL_wYpAj6I_000355,"male speech, man speaking",A,False,False,False
9EsgN-WS2qY_000030,playing didgeridoo,A,False,False,True
9F1Tw0VnG38_000010,wind noise,A,False,False,False
9FnCP6GoFOs_000000,police car (siren),A,False,True,False
