video_id,label,modality,unsure_a,unsure_v,comment
9WtDINM2mNc_000237,"male speech, man speaking",AV,False,False,
9XHRHFTY0iU_000409,"child speech, kid speaking",A,False,False,
9XHRHFTY0iU_000409,"female speech, woman speaking",A,False,False,
9XHRHFTY0iU_000409,"male speech, man speaking",A,False,False,
9XHRHFTY0iU_000409,people cheering,AV,False,False,
9XHRHFTY0iU_000409,people clapping,AV,False,False,
9XHRHFTY0iU_000409,people crowd,AV,False,False,
9YSvwsbk9Dw_000040,"male speech, man speaking",A,False,False,
9YSvwsbk9Dw_000040,sloshing water,AV,False,False,
9YSvwsbk9Dw_000040,splashing water,AV,False,False,
9YSvwsbk9Dw_000040,stream burbling,AV,False,False,
9YSvwsbk9Dw_000040,waterfall burbling,AV,False,False,
9YSvwsbk9Dw_000040,wind noise,A,False,False,
9ZBaKqh-Bmk_000027,"male speech, man speaking",A,False,False,
9ZBaKqh-Bmk_000027,wind noise,A,False,False,
9ZBaKqh-Bmk_000131,splashing water,A,False,False,
9ZClVJ2V7bA_000022,,,False,False,
9ZYj5toEbGA_000000,"male speech, man speaking",A,False,False,
9ZYj5toEbGA_000000,people crowd,A,False,False,
9ZYj5toEbGA_000000,skateboarding,AV,False,False,
9_L9CXHPd9M_000100,"male speech, man speaking",A,False,False,
9_L9CXHPd9M_000100,sailing,AV,False,False,
9_L9CXHPd9M_000100,sea waves,AV,False,False,
9_L9CXHPd9M_000100,sloshing water,A,False,False,
9_L9CXHPd9M_000100,wind noise,A,False,False,
9c9dRz8t4bI_000152,electric grinder grinding,AV,False,False,
9c9dRz8t4bI_000152,"male speech, man speaking",A,False,False,
9c9dRz8t4bI_000152,playing electric guitar,A,False,False,
9cYVBOJmXIw_000030,"male speech, man speaking",AV,False,False,
9e6oA02wk94_000020,singing bowl,AV,False,False,
9ipjwnbdxmg_000120,coyote howling,AV,False,False,
9jVVZ1Y9Alc_000134,ferret dooking,AV,False,False,
9lkeWpzWNDM_000080,pumping water,AV,False,False,
9lkeWpzWNDM_000080,splashing water,AV,False,False,
9mEfikl6mAM_000029,,,False,False,
9nNBz3phufo_000040,,,False,False,
9nmXhr76EkI_000230,"male speech, man speaking",A,False,False,
9nmXhr76EkI_000230,people cheering,AV,False,False,
9nmXhr76EkI_000230,people clapping,A,False,False,
9nmXhr76EkI_000230,people crowd,AV,False,False,
9nmXhr76EkI_000230,playing table tennis,AV,False,False,
9ppa4lXXspA_000030,dog barking,AV,False,False,
9ppa4lXXspA_000030,dog bow-wow,AV,False,False,
9ppa4lXXspA_000030,vacuum cleaner cleaning floors,AV,False,False,
9r7v3hhUtY4_000004,,,False,False,
9rXAmXuAOw8_000000,,,False,False,
9skENGpT1_8_000000,railroad car  train wagon,AV,False,False,
9sxNlZsWmS0_000009,cricket chirping,A,False,False,
9sxNlZsWmS0_000009,dog barking,A,False,False,
9sxNlZsWmS0_000009,dog bow-wow,A,False,False,
9sxNlZsWmS0_000009,dog howling,A,False,False,
9uSTEQy8DKg_000030,"bird chirping, tweeting",A,False,False,
9uSTEQy8DKg_000030,bird squawking,A,False,False,
9uSTEQy8DKg_000030,chicken crowing,A,False,False,
9uTzThSwQ80_000580,people crowd,AV,False,False,
9uTzThSwQ80_000580,"railroad car, train wagon",AV,False,False,
9uTzThSwQ80_000580,"subway, metro, underground",AV,False,False,
9uTzThSwQ80_000580,train wheels squealing,AV,False,False,
9uj350nZ-D4_000000,"donkey, ass braying",A,False,False,
9uj350nZ-D4_000000,"male speech, man speaking",AV,False,False,
9uj350nZ-D4_000010,"donkey, ass braying",A,False,False,
9uj350nZ-D4_000010,"female speech, woman speaking",A,False,False,
9uj350nZ-D4_000010,"male speech, man speaking",AV,False,False,
9uj350nZ-D4_000010,people belly laughing,AV,False,False,
9uj350nZ-D4_000010,people giggling,A,False,False,
9wMeb3Q-IiQ_000030,"bird chirping, tweeting",A,False,False,
9wMeb3Q-IiQ_000030,bird squawking,A,False,False,
9wMeb3Q-IiQ_000030,chicken crowing,AV,False,False,
9wMeb3Q-IiQ_000030,"female speech, woman speaking",A,False,False,
9wMeb3Q-IiQ_000030,wind noise,A,False,False,
9wW-losmGws_000097,people crowd,V,False,False,
9wW-losmGws_000097,people whistling,AV,False,False,
9wW-losmGws_000097,playing banjo,AV,False,False,
9wW-losmGws_000097,playing washboard,AV,False,False,
9xvmNaF73fo_000030,"child speech, kid speaking",AV,False,False,
9xvmNaF73fo_000030,"female speech, woman speaking",A,False,False,
9xvmNaF73fo_000030,people babbling,A,False,False,
9zW-E0XdWdw_000160,child singing,AV,False,False,
9zW-E0XdWdw_000160,female singing,AV,False,False,
9zW-E0XdWdw_000160,playing acoustic guitar,AV,False,False,
9zWMaAO5U3k_000105,female singing,A,False,False,
9zWMaAO5U3k_000105,wind noise,A,False,False,
9zWMaAO5U3k_000105,wind rustling leaves,AV,False,False,
A-OZ4_eEMRo_000150,machine gun shooting,AV,False,False,
A-YKT8XB0xg_000000,people farting,A,False,False,
A1qKwuz07ss_000030,playing sitar,AV,False,False,
A1qKwuz07ss_000030,playing tabla,AV,False,False,
A3CJkhyupM0_000010,female speech  woman speaking,A,False,False,
A3CJkhyupM0_000010,"male speech, man speaking",A,False,False,
A3CJkhyupM0_000010,people crowd,AV,False,False,
A3CJkhyupM0_000010,people screaming,A,False,False,
A3CJkhyupM0_000010,police car (siren),A,False,False,
A58jDX8MIbs_000020,sloshing water,AV,False,False,
A58jDX8MIbs_000020,splashing water,AV,False,False,
A58jDX8MIbs_000020,swimming,AV,False,False,
A58jDX8MIbs_000020,waterfall burbling,AV,False,False,
A58jDX8MIbs_000020,wind noise,A,False,False,
A5RP_P_aFsk_000010,baby crying,A,False,False,
A5RP_P_aFsk_000010,people babbling,A,False,False,
A5RP_P_aFsk_000010,people cheering,A,False,False,
A5RP_P_aFsk_000010,playing piano,A,False,False,
A7DQjMwCtI8_000270,car passing by,AV,False,False,
A7DQjMwCtI8_000270,"engine accelerating, revving, vroom",AV,False,False,
A7DQjMwCtI8_000270,"race car, auto racing",AV,False,False,
A7DQjMwCtI8_000270,skidding,AV,False,False,
A7DQjMwCtI8_000270,wind noise,A,False,False,
A8rklgn3N4A_000028,,,False,False,
A91s78YZt-Y_000010,,,False,False,
A9KMqwqLboE_000030,"engine accelerating, revving, vroom",AV,False,False,
A9KMqwqLboE_000030,skidding,AV,False,False,
AA0Ekw6dlQo_000046,playing clarinet,AV,True,True,
AA0Ekw6dlQo_000046,playing oboe,AV,True,True,
ABH4iCT5Iik_000030,female singing,AV,False,False,
ABH4iCT5Iik_000030,male singing,AV,False,False,
ABH4iCT5Iik_000030,playing bass guitar,AV,False,False,
ABH4iCT5Iik_000030,playing piano,AV,False,False,
ABH4iCT5Iik_000030,singing choir,AV,False,False,
ABH4iCT5Iik_000030,wind rustling leaves,A,False,False,
ABNmO9SewG8_000030,"bee, wasp, etc. buzzing",AV,False,False,
ABNmO9SewG8_000030,"male speech, man speaking",A,False,False,
ABf_0EVfFR0_000040,mosquito buzzing,A,False,False,
ABf_0EVfFR0_000040,people clapping,AV,False,False,
ABf_0EVfFR0_000040,people slapping,AV,False,False,
ACjLm_tKyu8_000060,engine accelerating  revving  vroom,A,False,False,
AFgdcQqt3PY_000010,pig oinking,A,False,False,
AFwtBviVhhM_000030,playing electric guitar,A,False,False,
AHIV0RMwnN8_000150,"male speech, man speaking",A,False,False,
AHIV0RMwnN8_000150,people shuffling,AV,False,False,
AHIV0RMwnN8_000150,tap dancing,AV,False,False,
AHPRhJ4u0ss_000027,duck quacking,AV,False,False,
AHPRhJ4u0ss_000027,"female speech, woman speaking",A,False,False,
AHPRhJ4u0ss_000027,"male speech, man speaking",AV,False,False,
AHPRhJ4u0ss_000027,people cheering,AV,False,False,
AHom7lBbtoY_000030,"railroad car, train wagon",AV,False,False,
AHom7lBbtoY_000030,train horning,A,False,False,
AHom7lBbtoY_000030,train wheels squealing,AV,False,False,
AHom7lBbtoY_000030,wind noise,A,False,False,
AI-nr0guriE_000093,raining,AV,False,False,
AIDJFkDURPY_000030,engine accelerating  revving  vroom,A,False,False,
AIDJFkDURPY_000030,lawn mowing,AV,False,False,
AIDJFkDURPY_000030,"male speech, man speaking",A,False,False,
AIDJFkDURPY_000030,people crowd,AV,False,False,
AIDJFkDURPY_000030,tractor digging,AV,False,False,
AJ2_gn8V2fo_000030,basketball bounce,AV,False,False,
AJ2_gn8V2fo_000030,"male speech, man speaking",AV,False,False,
AJ2_gn8V2fo_000030,people shuffling,AV,False,False,
AJVSqnsBf70_000080,chopping food,AV,False,False,
AJttSbZwVew_000030,"bird chirping, tweeting",A,False,False,
AJttSbZwVew_000030,car engine starting,AV,False,False,
AKdT8WAIGmk_000030,basketball bounce,AV,False,False,
AKdT8WAIGmk_000030,"male speech, man speaking",A,False,False,
AKdT8WAIGmk_000030,people crowd,AV,False,False,
AKjcrEsYykE_000340,hair dryer drying,AV,False,False,
AKjcrEsYykE_000340,"male speech, man speaking",A,False,False,
AL7eCaqpzLk_000569,sloshing water,AV,False,False,
AL7eCaqpzLk_000569,splashing water,AV,False,False,
AL7eCaqpzLk_000569,swimming,AV,False,False,
ALU-1AILj1c_000220,playing banjo,AV,True,True,
ALU-1AILj1c_000220,playing sitar,AV,True,True,
AO-plgsoaoQ_000194,"male speech, man speaking",A,False,False,
AO-plgsoaoQ_000194,people crowd,AV,False,False,
AO-plgsoaoQ_000194,people screaming,AV,False,False,
AO-plgsoaoQ_000194,roller coaster running,AV,False,False,
AO-plgsoaoQ_000194,wind noise,A,False,False,
AO4Rp4DQXCw_000358,cell phone buzzing,AV,True,True,
AO4Rp4DQXCw_000358,telephone bell ringing,AV,True,True,
AQ3TnlK8dS8_000584,forging swords,AV,False,False,
AR6GMOzCjRE_000190,orchestra,AV,False,False,
AR6GMOzCjRE_000190,playing bass drum,AV,False,False,
AR6GMOzCjRE_000190,playing bugle,AV,False,False,
AR6GMOzCjRE_000190,playing clarinet,AV,False,False,
AR6GMOzCjRE_000190,playing cornet,AV,False,False,
AR6GMOzCjRE_000190,playing cymbal,AV,False,False,
AR6GMOzCjRE_000190,playing flute,AV,False,False,
AR6GMOzCjRE_000190,playing gong,AV,False,False,
AR6GMOzCjRE_000190,playing saxophone,AV,False,False,
AR6GMOzCjRE_000190,playing snare drum,A,False,False,
AR6GMOzCjRE_000190,playing steelpan,A,False,False,
AR6GMOzCjRE_000190,playing timpani,A,False,False,
AR6GMOzCjRE_000190,playing trombone,AV,False,False,
AR6GMOzCjRE_000190,playing trumpet,AV,False,False,
AR6GMOzCjRE_000190,playing tympani,A,False,False,
ATAL-_Dblvg_000000,skateboarding,AV,False,False,
AVmJF1uaRuE_000030,male singing,AV,False,False,
AVmJF1uaRuE_000030,playing sitar,AV,False,False,
AWdrtR8qXYs_000260,orchestra,AV,False,False,
AWdrtR8qXYs_000260,people clapping,AV,False,False,
AWdrtR8qXYs_000260,playing cello,AV,False,False,
AWdrtR8qXYs_000260,playing piano,AV,False,False,
AWdrtR8qXYs_000260,"playing violin, fiddle",AV,False,False,
AXOtscWe2FQ_000000,fly  housefly buzzing,A,False,False,
AY2h_JWPtao_000030,using sewing machines,AV,False,False,
AYvYTvCG0Cw_000004,"male speech, man speaking",A,False,False,
AYvYTvCG0Cw_000004,people cheering,AV,False,False,
AYvYTvCG0Cw_000004,people crowd,AV,False,False,
A_JPcBwYGmo_000030,"bird chirping, tweeting",A,False,False,
A_JPcBwYGmo_000030,female speech  woman speaking,AV,False,False,
A_JPcBwYGmo_000030,people screaming,AV,False,False,
A_JPcBwYGmo_000030,people sobbing,AV,False,False,
A_oDbD4CiR4_000085,male singing,A,False,False,
A_oDbD4CiR4_000085,playing piano,A,False,False,
A_uldWErog4_000040,female singing,A,False,False,
A_uldWErog4_000040,male singing,A,False,False,
A_uldWErog4_000040,people crowd,V,False,False,
A_uldWErog4_000040,playing timbales,AV,False,False,
A_uldWErog4_000040,playing trumpet,AV,False,False,
A_uldWErog4_000040,singing choir,AV,False,False,
AahgXCrU1ZQ_000470,chainsawing trees,A,False,False,
AahgXCrU1ZQ_000470,hammering nails,AV,False,False,
AahgXCrU1ZQ_000470,"male speech, man speaking",A,False,False,
AdWWI5m-9u4_000342,people crowd,AV,False,False,
AdWWI5m-9u4_000342,people marching,AV,False,False,
AdWWI5m-9u4_000342,playing bass drum,AV,False,False,
AdWWI5m-9u4_000342,playing cymbal,AV,False,False,
AedAI5HNru4_000691,bird chirping  tweeting,AV,False,False,
AfyG5j2p39g_000010,"male speech, man speaking",A,False,False,
AfyG5j2p39g_000010,people booing,A,False,False,
AfyG5j2p39g_000010,people cheering,A,False,False,
AfyG5j2p39g_000010,playing lacrosse,AV,False,False,
AgtY6m-b3Gk_000030,playing drum kit,AV,False,False,
AgtY6m-b3Gk_000030,playing electric guitar,AV,False,False,
Ah-IBgwj2lg_000030,owl hooting,AV,False,False,
Ah-IBgwj2lg_000030,stream burbling,A,False,False,
Ah-IBgwj2lg_000030,wind noise,A,False,False,
Ah-IBgwj2lg_000030,wind rustling leaves,AV,False,False,
AhlnqK6ONro_000030,"male speech, man speaking",AV,False,False,
AhlnqK6ONro_000030,playing didgeridoo,AV,False,False,
AjjQqd0eLzw_000030,,,False,False,
AlqCbPTpKUg_000019,,,False,False,
AlsDSDTiaWI_000030,car engine knocking,AV,False,False,
AlsDSDTiaWI_000030,"engine accelerating, revving, vroom",AV,False,False,
AlsDSDTiaWI_000030,male singing,A,False,False,
AlsDSDTiaWI_000030,race car  auto racing,AV,False,False,
AlsDSDTiaWI_000030,skidding,AV,False,False,
Amd-OLa3tMI_000030,"railroad car, train wagon",AV,False,False,
AmipJSk2B-o_000005,driving snowmobile,AV,False,False,
AmipJSk2B-o_000005,engine accelerating  revving  vroom,A,False,False,
AmipJSk2B-o_000005,"male speech, man speaking",A,False,False,
Ap26rqhM6gI_000062,"bird chirping, tweeting",AV,False,False,
Ap26rqhM6gI_000062,bird squawking,AV,False,False,
Ap26rqhM6gI_000062,francolin calling,AV,False,False,
ApNcj8ijJlo_000030,,,False,False,
Aq3pc1q58Kw_000084,cat growling,AV,False,False,
Aq58qBpVkv8_000160,"male speech, man speaking",A,False,False,
Aq58qBpVkv8_000160,people shuffling,AV,False,False,
Aq58qBpVkv8_000160,tap dancing,AV,False,False,
Ar-qKACbnkg_000200,machine gun shooting,AV,False,False,
Ar5r0pzgaRU_000030,cat growling,AV,False,False,
Ar5r0pzgaRU_000030,cat purring,AV,False,False,
As8sg7z5n5E_000065,engine accelerating  revving  vroom,AV,False,False,
AsAFnQXl6sc_000604,"female speech, woman speaking",A,False,False,
AsAFnQXl6sc_000604,people whispering,A,False,False,
AtcIhV9GNpQ_000144,chopping wood,AV,False,False,
AtjcXV7VchY_000030,bird squawking,AV,False,False,
AtjcXV7VchY_000030,goose honking,AV,False,False,
AtjcXV7VchY_000030,"male speech, man speaking",A,False,False,
AtjcXV7VchY_000030,"motorboat, speedboat acceleration",AV,False,False,
AtjcXV7VchY_000030,splashing water,AV,False,False,
Au9g1GIacgQ_000259,beat boxing,AV,False,False,
Au9g1GIacgQ_000259,"male speech, man speaking",A,False,False,
AuwXsdruL7I_000030,"bird chirping, tweeting",A,False,False,
AuwXsdruL7I_000030,lions growling,AV,False,False,
AuwXsdruL7I_000030,"male speech, man speaking",A,False,False,
AvEJZqK2G1A_000030,basketball bounce,AV,False,False,
AvEJZqK2G1A_000030,children shouting,A,False,False,
AvEJZqK2G1A_000030,"male speech, man speaking",A,False,False,
AvhBRiwWJU4_000030,driving buses,AV,False,False,
AvhBRiwWJU4_000030,"male speech, man speaking",AV,False,False,
Avx2pHZBLbA_000034,baby laughter,AV,False,False,
Avx2pHZBLbA_000034,"female speech, woman speaking",AV,False,False,
Avx2pHZBLbA_000034,people giggling,AV,False,False,
AwFuGITwrms_000030,ambulance siren,AV,False,False,
AwNxh9Ogwck_000030,splashing water,AV,False,False,
Awmx8XlgcaE_000040,"male speech, man speaking",A,False,False,
Awmx8XlgcaE_000040,typing on computer keyboard,AV,False,False,
Ay7bs8DMMyA_000005,people coughing,A,False,False,
AyEctiqVYQc_000030,,,False,False,
Ayr3X0IMj04_000000,car passing by,AV,False,False,
Ayr3X0IMj04_000000,dog howling,A,False,False,
Ayr3X0IMj04_000000,driving buses,AV,False,False,
Ayr3X0IMj04_000000,wind noise,A,False,False,
AzkP4-XZjK0_000080,using sewing machines,AV,False,False,
B-1QW7g81gA_000030,playing acoustic guitar,AV,False,False,
B-1QW7g81gA_000030,playing banjo,AV,False,False,
B-1QW7g81gA_000030,playing bass guitar,AV,False,False,
B-1QW7g81gA_000030,playing flute,AV,False,False,
B-1QW7g81gA_000030,playing mandolin,AV,False,False,
B-60jGEds7M_000030,sailing,AV,False,False,
B-60jGEds7M_000030,sea waves,AV,False,False,
B-60jGEds7M_000030,splashing water,AV,False,False,
B-60jGEds7M_000030,wind noise,A,False,False,
B-T-SjROHwQ_000009,"male speech, man speaking",AV,False,False,
B-T-SjROHwQ_000009,people screaming,A,False,False,
B-T-SjROHwQ_000009,people slapping,AV,False,False,
B-T-SjROHwQ_000009,skateboarding,AV,False,False,
B0TIfxXf4t0_000100,playing piano,AV,False,False,
B1af2O7jBGs_000040,"male speech, man speaking",AV,False,False,
B1lJMSWZ9k0_000067,"male speech, man speaking",A,False,False,
B1lJMSWZ9k0_000067,running electric fan,AV,False,False,
B22gKoTyOfM_000030,fire truck siren,AV,False,False,
B22gKoTyOfM_000030,"male speech, man speaking",A,False,False,
B22gKoTyOfM_000030,police radio chatter,A,False,False,
B23bjt_wJy8_000119,"male speech, man speaking",AV,False,False,
B23bjt_wJy8_000119,people cheering,A,False,False,
B23bjt_wJy8_000119,playing volleyball,AV,False,False,
B33GgQddG30_000028,dinosaurs bellowing,AV,False,False,
B4vFb8EJ5Fc_000469,"male speech, man speaking",A,False,False,
B5KE79I2f-A_000220,car passing by,V,False,False,
B5KE79I2f-A_000220,driving motorcycle,V,False,False,
B5KE79I2f-A_000220,"male speech, man speaking",A,False,False,
B5KE79I2f-A_000220,wind noise,A,False,False,
B5aMgTvT5Jk_000039,male speech  man speaking,AV,False,False,
B5aMgTvT5Jk_000039,people screaming,AV,False,False,
B5u3PG7PWDE_000030,people belly laughing,A,False,False,
B5u3PG7PWDE_000030,people gargling,A,False,False,
B5u3PG7PWDE_000030,sloshing water,AV,False,False,
B5u3PG7PWDE_000030,splashing water,AV,False,False,
B5u3PG7PWDE_000030,toilet flushing,AV,False,False,
B6V6cA5p08M_000083,baby laughter,AV,False,False,
B6V6cA5p08M_000083,people babbling,AV,False,False,
B7ji5hTzBVA_000038,machine gun shooting,AV,False,False,
B8-2EKrNwzo_000120,"bird chirping, tweeting",A,False,False,
B8-2EKrNwzo_000120,black capped chickadee calling,AV,False,False,
BAB0GEhXnJ8_000200,ice cracking,A,False,False,
BB2BL3kWxVA_000043,running electric fan,A,False,False,
BBgW_3zDdto_000030,playing trumpet,AV,False,False,
BBukw6JpCeg_000070,chainsawing trees,AV,False,False,
BBukw6JpCeg_000070,engine accelerating  revving  vroom,A,False,False,
BD6zXOhQEMQ_000006,air conditioning noise,A,False,False,
BD6zXOhQEMQ_000006,running electric fan,A,False,False,
BDEn9P9_S-s_000030,stream burbling,AV,False,False,
BDEn9P9_S-s_000030,waterfall burbling,AV,False,False,
BE0qaVGwpLE_000278,mouse clicking,A,False,False,
BFEeNJkKx6g_000030,alarm clock ringing,A,False,False,
BFEeNJkKx6g_000030,dog barking,AV,False,False,
BFEeNJkKx6g_000030,dog baying,AV,False,False,
BFEeNJkKx6g_000030,dog bow-wow,AV,False,False,
BFEeNJkKx6g_000030,dog howling,AV,False,False,
BFEeNJkKx6g_000030,wind noise,A,False,False,
BFU4nurvCAw_000030,car passing by,,False,True,
BFU4nurvCAw_000030,horse clip-clop,AV,False,False,
BFU4nurvCAw_000030,wind noise,A,False,False,
BHajqlL5wmw_000500,cricket chirping,A,False,False,
BHajqlL5wmw_000500,"female speech, woman speaking",AV,False,False,
BHajqlL5wmw_000500,opening or closing drawers,AV,False,False,
BI96CRWSZd4_000374,ripping paper,AV,False,False,
BKE_Z-iGErM_000041,"electric shaver, electric razor shaving",AV,False,False,
BKE_Z-iGErM_000041,"male speech, man speaking",AV,False,False,
BKE_Z-iGErM_000041,people humming,A,False,False,
BKVcTXsztAU_000030,"male speech, man speaking",A,False,False,
BNxowL6utbQ_000030,playing harp,AV,False,False,
BOvH0ICyVLY_000109,"child speech, kid speaking",AV,False,False,
BOvH0ICyVLY_000109,"male speech, man speaking",AV,False,False,
BOvH0ICyVLY_000109,sloshing water,V,False,False,
BOvH0ICyVLY_000109,splashing water,V,False,False,
BOvH0ICyVLY_000109,whale calling,A,False,False,
BP0iZLks5EY_000034,lions roaring,A,False,False,
BPeLfS4NPEI_000060,"bee, wasp, etc. buzzing",V,False,False,
BPeLfS4NPEI_000060,hammering nails,AV,False,False,
BPeLfS4NPEI_000060,"male speech, man speaking",A,False,False,
BPeLfS4NPEI_000060,wind noise,A,False,False,
BQ86IY0M860_000030,"female speech, woman speaking",A,False,False,
BQ86IY0M860_000030,"male speech, man speaking",AV,False,False,
BQ86IY0M860_000030,sailing,AV,False,False,
BQ86IY0M860_000030,sea waves,AV,False,False,
BQ86IY0M860_000030,wind noise,A,False,False,
BSe5J0KlN3k_000500,female singing,A,False,False,
BSe5J0KlN3k_000500,playing zither,A,False,False,
BUyHfzUvQX0_000005,cat meowing,A,False,False,
BUyHfzUvQX0_000005,cat purring,A,False,False,
BVMzjiOUpZo_000031,bird squawking,AV,False,False,
BVMzjiOUpZo_000031,penguins braying,AV,False,False,
BW9mmT29W8M_000024,coyote howling,AV,False,False,
BW9mmT29W8M_000024,cricket chirping,A,False,False,
BWlYf-hKucs_000083,"female speech, woman speaking",AV,False,False,
BWlYf-hKucs_000083,"male speech, man speaking",AV,False,False,
BWlYf-hKucs_000083,people belly laughing,AV,False,False,
BWlYf-hKucs_000083,people gargling,AV,False,False,
BWnhWNwnshk_000148,,,False,False,
BYIsRVPeTR0_000155,chopping food,AV,False,False,
BYIsRVPeTR0_000155,people babbling,A,False,False,
BYIsRVPeTR0_000155,people crowd,A,False,False,
BZTmMcmbNNg_000000,male speech  man speaking,A,False,False,
BZTmMcmbNNg_000000,slot machine,AV,False,False,
BZU01hhyVKs_000480,"female speech, woman speaking",A,False,False,
BZU01hhyVKs_000480,people coughing,AV,False,False,
BbNHWQrTu2o_000030,"bird chirping, tweeting",A,False,False,
BbNHWQrTu2o_000030,waterfall burbling,AV,False,False,
BbedVdUH4LA_000030,"rowboat, canoe, kayak rowing",V,False,False,
BbedVdUH4LA_000030,sailing,AV,False,False,
BbedVdUH4LA_000030,sea waves,V,False,False,
BbedVdUH4LA_000030,sloshing water,V,False,False,
BbedVdUH4LA_000030,wind noise,A,False,False,
Bch9D2rDK1w_000071,swimming,V,False,False,
Bch9D2rDK1w_000071,underwater bubbling,V,False,False,
BeHNQZRpizU_000098,airplane,AV,False,False,
BeHNQZRpizU_000098,male speech  man speaking,A,False,False,
BeHNQZRpizU_000098,missile launch,AV,False,False,
BhTuYVycq0s_000030,using sewing machines,AV,False,False,
Bhsh62xI1Yg_000109,ferret dooking,A,False,False,
Bik1ZmiW7gI_008104,male singing,AV,False,False,
Bik1ZmiW7gI_008104,orchestra,AV,False,False,
Bik1ZmiW7gI_008104,playing bassoon,AV,False,False,
Bik1ZmiW7gI_008104,playing cello,AV,True,True,
Bik1ZmiW7gI_008104,playing double bass,AV,True,True,
Bik1ZmiW7gI_008104,playing erhu,AV,True,True,
Bik1ZmiW7gI_008104,playing oboe,AV,True,True,
Bik1ZmiW7gI_008104,playing piano,AV,False,False,
Bik1ZmiW7gI_008104,playing timpani,AV,False,False,
Bik1ZmiW7gI_008104,"playing violin, fiddle",AV,False,False,
BjHakHE9geo_000011,"bird chirping, tweeting",A,False,False,
BjHakHE9geo_000011,bird squawking,A,False,False,
BjJf35bzNdM_000050,bird squawking,A,False,False,
BjhbSpnsbWc_000053,ocean burbling,AV,False,False,
BjhbSpnsbWc_000053,scuba diving,AV,False,False,
BjhbSpnsbWc_000053,swimming,V,False,False,
BjhbSpnsbWc_000053,underwater bubbling,V,False,False,
BjiPjoHIpM0_000005,playing cymbal,AV,False,False,
BjiPjoHIpM0_000005,playing drum kit,AV,False,False,
BjiPjoHIpM0_000005,playing electric guitar,A,False,False,
BnjqGhAlFzs_000030,orchestra,AV,False,False,
BnjqGhAlFzs_000030,playing cello,AV,False,False,
BnjqGhAlFzs_000030,playing double bass,AV,False,False,
BnjqGhAlFzs_000030,playing flute,AV,False,False,
BnjqGhAlFzs_000030,playing piano,AV,False,False,
BnjqGhAlFzs_000030,"playing violin, fiddle",AV,False,False,
Bo3Mvu8I81g_000458,playing bassoon,AV,False,False,
Bo3Mvu8I81g_000458,playing piano,AV,False,False,
BookISwJRqQ_000019,"female speech, woman speaking",A,False,False,
BookISwJRqQ_000019,"male speech, man speaking",A,False,False,
Bpw53tN6h8E_000030,"child speech, kid speaking",A,False,False,
Bpw53tN6h8E_000030,people crowd,A,False,False,
Bpw53tN6h8E_000030,singing bowl,AV,False,False,
BqCBBcWN9bw_000023,"male speech, man speaking",A,False,False,
BqCBBcWN9bw_000023,people cheering,AV,False,False,
BqCBBcWN9bw_000023,people crowd,AV,False,False,
BqmRiPZgeVY_000296,"male speech, man speaking",A,False,False,
BqmRiPZgeVY_000296,people cheering,A,False,False,
BqmRiPZgeVY_000296,playing table tennis,AV,False,False,
BrtKgAjXv7g_000030,female speech  woman speaking,A,False,False,
BuLPTl3zXLQ_000010,,,False,False,
BwCcnTKiYv8_000412,,,False,False,
BymkWsAcLR4_000000,"child speech, kid speaking",A,False,False,
BymkWsAcLR4_000000,telephone bell ringing,A,False,False,
Bz-9hAyxlVU_000026,"bird chirping, tweeting",A,False,False,
BzQw9qtl32o_000010,playing theremin,AV,False,False,
C0j69NCIKfw_000100,chainsawing trees,AV,False,False,
C0j69NCIKfw_000100,engine accelerating  revving  vroom,A,False,False,
C1ZHFE6tU7o_000030,,,False,False,
C1tpllWtBVk_000000,bird chirping  tweeting,A,False,False,
C1tpllWtBVk_000000,wind rustling leaves,V,False,False,
C1wvmtqaQmc_000210,"female speech, woman speaking",A,False,False,
C1wvmtqaQmc_000210,frog croaking,A,False,False,
C1wvmtqaQmc_000210,people running,AV,False,False,
C2Qj2zgfKaM_000233,male singing,A,False,False,
C2Qj2zgfKaM_000233,people crowd,V,False,False,
C2Qj2zgfKaM_000233,playing guiro,AV,False,False,
C2Qj2zgfKaM_000233,playing tambourine,AV,False,False,
C3LXTkKw6sU_000030,"railroad car, train wagon",V,False,False,
C3LXTkKw6sU_000030,wind noise,A,False,False,
C4m1KHjp03M_000030,playing double bass,AV,False,False,
C4m1KHjp03M_000030,playing harpsichord,AV,False,False,
C5BteXnPQNk_000030,"bird chirping, tweeting",A,False,False,
C5BteXnPQNk_000030,"male speech, man speaking",A,False,False,
C5u--e8644k_000157,"male speech, man speaking",A,False,False,
C5u--e8644k_000157,playing tambourine,A,False,False,
C607Hi51zxg_000000,"railroad car, train wagon",AV,False,False,
C607Hi51zxg_000000,train whistling,AV,False,False,
C6LL_utZCoA_000010,running electric fan,A,False,False,
C70SFMHqnRI_000120,turkey gobbling,AV,False,False,
C7KFeOJhIZw_000159,foghorn,A,False,False,
C8KVATdHjzA_000030,air horn,A,False,False,
C8KVATdHjzA_000030,car passing by,V,False,False,
C8KVATdHjzA_000030,"male speech, man speaking",A,False,False,
C8KVATdHjzA_000030,people belly laughing,A,False,False,
C8KVATdHjzA_000030,people giggling,A,False,False,
C8KVATdHjzA_000030,skateboarding,AV,False,False,
CCN07fpfaOY_000024,running electric fan,AV,False,False,
